"State","Abbr","City","Beer_Name","Beer_ID","ABV","IBU","Brewery_id","Brewery_Name","Style","Ale_Style","Ounces"
"Colorado","CO","Longmont","Pinner Throwback IPA",2302,0.049,68,167,"Oskar Blues Brewery","American IPA","IPA",12
"Colorado","CO","Denver","Elevation Triple India Pale Ale",1006,0.099,68,111,"Renegade Brewing Company","American Double / Imperial IPA","IPA",12
"Colorado","CO","Colorado Springs","On-On Ale (2008)",735,0.052,68,514,"Arctic Craft Brewery","American Pale Ale (APA)","Ale",12
"Colorado","CO","Greeley","Trigger Blonde Ale",716,0.048,67,516,"Crabtree Brewing Company","American Blonde Ale","Ale",16
"Colorado","CO","Fort Collins","Old Town Ale",696,0.045,65,442,"Pateros Creek Brewing Company","Kölsch","other beer",16
"Colorado","CO","Monument","Devils Head Red Ale",1518,0.073,65,356,"Pikes Peak Brewing Company","American Amber / Red Ale","Ale",16
"Colorado","CO","Eagle","Slow & Steady Golden Ale",1548,0.047,65,108,"Bonfire Brewing Company","American Blonde Ale","Ale",12
"Colorado","CO","Boulder","Upslope Craft Lager",444,0.048,65,52,"Upslope Brewing Company","Vienna Lager","other beer",12
"Colorado","CO","Boulder","Upslope Pale Ale",80,0.058,65,52,"Upslope Brewing Company","American Pale Ale (APA)","Ale",12
"Colorado","CO","Silverton","Ice Pick Ale",160,0.068,65,552,"Silverton Brewery","American IPA","IPA",12
"Colorado","CO","Durango","Rudie Session IPA",1942,0.045,65,265,"Ska Brewing Company","American IPA","IPA",12
"Colorado","CO","Windsor","The Golden One",2295,0.063,65,169,"High Hops Brewery","American Pilsner","other beer",12
"Colorado","CO","Fort Collins","Fat Tire Amber Ale (2008)",71,0.052,65,83,"New Belgium Brewing Company","American Amber / Red Ale","Ale",12
"Colorado","CO","Palisade","Dirty Hippie Dark Wheat",927,0.053,65,342,"Palisade Brewing Company","American Dark Wheat Ale","Ale",12
"Colorado","CO","Broomfield","West Portal Colorado Common Summer Ale",1422,0.041,65,221,"Big Choice Brewing","California Common / Steam Beer","other beer",16
"Colorado","CO","Denver","Denver Pale Ale (Artist Series No. 1)",2650,0.05,65,7,"Great Divide Brewing Company","American Pale Ale (APA)","Ale",12
"Colorado","CO","Boulder","Sunshine Nectar",1374,0.08,65,422,"Redstone Meadery","Mead","other beer",16
"Colorado","CO","Denver","Orabelle",2646,0.083,65,7,"Great Divide Brewing Company","Tripel","other beer",12
"Colorado","CO","Fort Collins","Ranger IPA",564,0.065,65,83,"New Belgium Brewing Company","American IPA","IPA",16
"Colorado","CO","Paonia","Stout Ol' Friend (2012)",1075,0.064,65,387,"Revolution Brewing","American Stout","other beer",16
"Colorado","CO","Durango","Taster's Choice",1708,0.074,65,265,"Ska Brewing Company","Doppelbock","other beer",12
"Colorado","CO","Boulder","Upslope Imperial India Pale Ale",1315,0.099,65,52,"Upslope Brewing Company","American Double / Imperial IPA","IPA",19.2
"Colorado","CO","Lyons","Dale's Pale Ale (2002)",741,0.065,60,504,"Oskar Blues Brewery","American Pale Ale (APA)","Ale",12
"Colorado","CO","Fort Collins","Stimulator Pale Ale",697,0.053,60,442,"Pateros Creek Brewing Company","American Pale Ale (APA)","Ale",16
"Colorado","CO","Boulder","Upslope Pumpkin Ale",906,0.077,58,52,"Upslope Brewing Company","Pumpkin Ale","Ale",16
"Colorado","CO","Idaho Springs","Ornery Amber Lager (2003)",736,0.055,58,292,"Tommyknocker Brewery","Vienna Lager","other beer",12
"Colorado","CO","Buena Vista","Boater Beer",680,0.045,51,370,"Eddyline Brewery & Restaurant","German Pilsener","other beer",16
"Colorado","CO","Fort Collins","Fat Tire Amber Ale (2011)",748,0.052,49,83,"New Belgium Brewing Company","American Amber / Red Ale","Ale",12
"Colorado","CO","Telluride","Tempter IPA",827,0.064,48,481,"Telluride Brewing Company","American IPA","IPA",12
"Colorado","CO","Denver","Lasso",2645,0.05,46,7,"Great Divide Brewing Company","American IPA","IPA",12
"Colorado","CO","Buena Vista","Pumpkin Patch Ale",1590,0.05,45,370,"Eddyline Brewery & Restaurant","Pumpkin Ale","Ale",16
"Colorado","CO","Denver","River North White Ale",1180,0.05,45,460,"River North Brewery","Witbier","other beer",16
"Colorado","CO","Edwards","Beaver Logger",1383,0.052,45,421,"Gore Range Brewery","American Pale Lager","other beer",12
"Colorado","CO","Paonia","Stout Ol' Friend",1538,0.064,45,387,"Revolution Brewing","American Stout","other beer",16
"Colorado","CO","Eagle","Moe's Original Bar B Que 'Bama Brew Golden Ale",1500,0.047,44,108,"Bonfire Brewing Company","American Blonde Ale","Ale",12
"Colorado","CO","Edwards","All American Red Ale",1218,0.05,43,453,"Centennial Beer Company","American Amber / Red Ale","Ale",12
"Colorado","CO","Eagle","Gyptoberfest",1613,0.056,42,108,"Bonfire Brewing Company","Märzen / Oktoberfest","other beer",12
"Colorado","CO","Eagle","Pink-I Raspberry IPA",1517,0.068,40,108,"Bonfire Brewing Company","American IPA","IPA",16
"Colorado","CO","Longmont","Deviant Dale's IPA",565,0.08,40,167,"Oskar Blues Brewery","American Double / Imperial IPA","IPA",16
"Colorado","CO","Denver","Rumble",2647,0.071,40,7,"Great Divide Brewing Company","American IPA","IPA",12
"Colorado","CO","Arvada","Ghose Drifter Pale Ale",1720,0.051,40,149,"Odyssey Beerwerks","American Pale Ale (APA)","Ale",12
"Colorado","CO","Eagle","Demshitz Brown Ale",996,0.058,38,108,"Bonfire Brewing Company","American Brown Ale","Ale",12
"Colorado","CO","Monument","Local 5 Pale Ale",1636,0.056,36,356,"Pikes Peak Brewing Company","American Pale Ale (APA)","Ale",16
"Colorado","CO","Paonia","Miner's Gold",709,0.05,35,387,"Revolution Brewing","American Blonde Ale","Ale",16
"Colorado","CO","Buena Vista","Mountain Fairy Raspberry Wheat",911,0.055,35,370,"Eddyline Brewery & Restaurant","Fruit / Vegetable Beer","other beer",16
"Colorado","CO","Longmont","GUBNA Imperial IPA",6,0.099,35,167,"Oskar Blues Brewery","American Double / Imperial IPA","IPA",12
"Colorado","CO","Edwards","All American Blonde Ale",1219,0.05,35,453,"Centennial Beer Company","American Blonde Ale","Ale",12
"Colorado","CO","Buena Vista","River Runners Pale Ale",1110,0.06,35,370,"Eddyline Brewery & Restaurant","American Pale Ale (APA)","Ale",16
"Colorado","CO","Eagle","Screaming Eagle Special Ale ESB",1360,0.048,35,108,"Bonfire Brewing Company","Extra Special / Strong Bitter (ESB)","other beer",12
"Colorado","CO","Boulder","Laimas Kölsch Style Ale",1452,0.05,35,406,"Fate Brewing Company","Kölsch","other beer",16
"Colorado","CO","Boulder","Lee Hill Series Vol. 1 - Barrel Aged Brown Ale",2561,0.076,35,52,"Upslope Brewing Company","American Brown Ale","Ale",19.2
"Colorado","CO","Boulder","Lee Hill Series Vol. 4 - Manhattan Style Rye Ale",2564,0.104,35,52,"Upslope Brewing Company","Rye Beer","other beer",19.2
"Colorado","CO","Longmont","Old Chub",5,0.08,35,167,"Oskar Blues Brewery","Scottish Ale","Ale",12
"Colorado","CO","Silverton","Bear Ass Brown",212,0.042,34,552,"Silverton Brewery","American Brown Ale","Ale",12
"Colorado","CO","Longmont","One Nut Brown",1751,0.05,33,167,"Oskar Blues Brewery","English Brown Ale","Ale",12
"Colorado","CO","Fort Collins","Shift (1)",952,0.05,33,83,"New Belgium Brewing Company","American Pale Lager","other beer",12
"Colorado","CO","Durango","Modus Hoperandi",67,0.068,31,265,"Ska Brewing Company","American IPA","IPA",12
"Colorado","CO","Fort Collins","Snapshot",1707,0.052,30,83,"New Belgium Brewing Company","American Pale Wheat Ale","Ale",16
"Colorado","CO","Silverton","Red Mountain Ale",161,0.06,30,552,"Silverton Brewery","American Amber / Red Ale","Ale",12
"Colorado","CO","Longmont","Dale's Pale Ale",955,0.065,29,167,"Oskar Blues Brewery","American Pale Ale (APA)","Ale",19.2
"Colorado","CO","Eagle","Wood Splitter Pilsner",1614,0.048,29,108,"Bonfire Brewing Company","Czech Pilsener","other beer",16
"Colorado","CO","Boulder","White Rascal",108,0.056,29,38,"Avery Brewing Company","Witbier","other beer",12
"Colorado","CO","Longmont","HGH (Home Grown Hops): Part Duh",585,0.08,29,167,"Oskar Blues Brewery","American Strong Ale","Ale",12
"Colorado","CO","Boulder","Blood Orange Saison",2560,0.06,29,52,"Upslope Brewing Company","Saison / Farmhouse Ale","Ale",12
"Colorado","CO","Denver","Yeti  Imperial Stout",2644,0.095,28,7,"Great Divide Brewing Company","Russian Imperial Stout","other beer",12
"Colorado","CO","Edwards","Mountain Livin' Pale Ale",613,0.06,27,64,"Crazy Mountain Brewing Company","American Pale Ale (APA)","Ale",12
"Colorado","CO","Greeley","Eclipse Black IPA",556,0.077,26,516,"Crabtree Brewing Company","American Black Ale","Ale",16
"Colorado","CO","Palisade","Hula Hoppie Session IPA",1684,0.048,26,342,"Palisade Brewing Company","American IPA","IPA",12
"Colorado","CO","Broomfield","Hemlock Double IPA",1762,0.095,26,221,"Big Choice Brewing","American Double / Imperial IPA","IPA",12
"Colorado","CO","Lyons","Old Chub (2003)",785,0.08,25,504,"Oskar Blues Brewery","Scottish Ale","Ale",12
"Colorado","CO","Telluride","Face Down Brown Ale",973,0.057,25,481,"Telluride Brewing Company","American Brown Ale","Ale",12
"Colorado","CO","Denver","River North Ale",1179,0.05,25,460,"River North Brewery","American Amber / Red Ale","Ale",16
"Colorado","CO","Boulder","Sanitas Saison Ale",1392,0.058,25,420,"Sanitas Brewing Company","Saison / Farmhouse Ale","Ale",12
"Colorado","CO","Durango","Steam Engine Lager",91,0.057,24,120,"Steamworks Brewing Company","American Amber / Red Lager","other beer",12
"Colorado","CO","Dillon","Morning Wood Wheat (Current)",2360,0.059,24,136,"Pug Ryan's Brewery","American Pale Wheat Ale","Ale",12
"Colorado","CO","Lyons","Dale's Pale Ale (2003)",742,0.065,23,504,"Oskar Blues Brewery","American Pale Ale (APA)","Ale",12
"Colorado","CO","Boulder","Parcae Belgian Style Pale Ale",1454,0.05,23,406,"Fate Brewing Company","Belgian Pale Ale","Ale",16
"Colorado","CO","Durango","Modus Hoperandi",1521,0.068,22,265,"Ska Brewing Company","American IPA","IPA",12
"Colorado","CO","Longmont","oSKAr the G'Rauch",993,0.085,22,167,"Oskar Blues Brewery","American IPA","IPA",19.2
"Colorado","CO","Durango","ESB Special Ale",68,0.057,22,265,"Ska Brewing Company","Extra Special / Strong Bitter (ESB)","other beer",12
"Colorado","CO","Longmont","Dale's Pale Ale",1,0.065,21,167,"Oskar Blues Brewery","American Pale Ale (APA)","Ale",12
"Colorado","CO","Fort Collins","Blue Paddle",1975,0.048,21,83,"New Belgium Brewing Company","Czech Pilsener","other beer",12
"Colorado","CO","Longmont","The Deuce",933,0.07,21,167,"Oskar Blues Brewery","American Brown Ale","Ale",16
"Colorado","CO","Fort Collins","Car 21",695,0.044,21,442,"Pateros Creek Brewing Company","English Bitter","other beer",16
"Colorado","CO","Boulder","Nectar of the Hops",1375,0.08,20,422,"Redstone Meadery","Mead","other beer",16
"Colorado","CO","Denver","American Red Saison",1848,0.078,20,295,"Black Shirt Brewing Company","Saison / Farmhouse Ale","Ale",12
"Colorado","CO","Windsor","The Power of Zeus",2294,0.07,20,169,"High Hops Brewery","American Pale Ale (APA)","Ale",12
"Colorado","CO","Lyons","Old Chub (2004)",786,0.08,20,504,"Oskar Blues Brewery","Scottish Ale","Ale",12
"Colorado","CO","Longmont","oSKAr the G'Rauch",992,0.085,19,167,"Oskar Blues Brewery","American IPA","IPA",16
"Colorado","CO","Arvada","Heliocentric Hefeweizen",1721,0.047,19,149,"Odyssey Beerwerks","Hefeweizen","other beer",12
"Colorado","CO","Denver","Belgorado",928,0.067,18,425,"Wynkoop Brewing Company","Belgian IPA","IPA",12
"Colorado","CO","Longmont","Mama's Little Yella Pils",7,0.053,18,167,"Oskar Blues Brewery","Czech Pilsener","other beer",12
"Colorado","CO","Denver","5:00 O'Clock Afternoon Ale",1005,0.05,18,111,"Renegade Brewing Company","American Blonde Ale","Ale",16
"Colorado","CO","Durango","Estival Cream Stout",1297,0.058,18,265,"Ska Brewing Company","American Stout","other beer",12
"Colorado","CO","Lyons","Leroy (2005)",734,0.052,18,504,"Oskar Blues Brewery","American Brown Ale","Ale",12
"Colorado","CO","Denver","Lil' Brainless Raspberries",2477,0.052,17,82,"Epic Brewing","Fruit / Vegetable Beer","other beer",12
"Colorado","CO","Denver","SummerBright Ale",397,0.045,17,392,"Breckenridge Brewery","American Pale Wheat Ale","Ale",12
"Colorado","CO","Longmont","Dale's Pale Ale",1444,0.065,17,167,"Oskar Blues Brewery","American Pale Ale (APA)","Ale",12
"Colorado","CO","Boulder","Upslope India Pale Ale",79,0.072,17,52,"Upslope Brewing Company","American IPA","IPA",12
"Colorado","CO","Eagle","Wood Splitter Pilsner (2012)",931,0.048,17,108,"Bonfire Brewing Company","Czech Pilsener","other beer",12
"Colorado","CO","Eagle","Firestarter India Pale Ale",633,0.066,15,108,"Bonfire Brewing Company","American IPA","IPA",16
"Colorado","CO","Longmont","Dale's Pale Ale",1252,0.065,15,167,"Oskar Blues Brewery","American Pale Ale (APA)","Ale",12
"Colorado","CO","Boulder","Top Rope Mexican-style Craft Lager",466,0.048,15,52,"Upslope Brewing Company","Vienna Lager","other beer",12
"Colorado","CO","Eagle","Firestarter India Pale Ale",2422,0.066,15,108,"Bonfire Brewing Company","American IPA","IPA",12
"Colorado","CO","Denver","Titan IPA",2642,0.071,15,7,"Great Divide Brewing Company","American IPA","IPA",12
"Colorado","CO","Eagle","Brush Creek Blonde",798,0.048,14,108,"Bonfire Brewing Company","American Blonde Ale","Ale",16
"Colorado","CO","Idaho Springs","IPA & a Half",1856,0.073,14,292,"Tommyknocker Brewery","American IPA","IPA",12
"Colorado","CO","Durango","Euphoria Pale Ale",69,0.061,12,265,"Ska Brewing Company","American Pale Ale (APA)","Ale",12
"Colorado","CO","Denver","Colorojo Imperial Red Ale",1316,0.082,10,425,"Wynkoop Brewing Company","American Strong Ale","Ale",12
"Colorado","CO","Longmont","Mama's Little Yella Pils",1167,0.053,9,167,"Oskar Blues Brewery","Czech Pilsener","other beer",19.2
"Connecticut","CT","Woodbridge","Elm City Lager (2007)",41,0.05,33,411,"New England Brewing Company","American Pilsner","other beer",12
"Connecticut","CT","Stratford","Ol' Factory Pils",1169,0.05,65,436,"Two Roads Brewing Company","German Pilsener","other beer",12
"Connecticut","CT","Woodbridge","668 Neighbor of the Beast12 oz.",568,0.09,85,411,"New England Brewing Company","Belgian Pale Ale","Ale",12
"Connecticut","CT","Woodbridge","Sea Hag IPA",885,0.062,85,411,"New England Brewing Company","American IPA","IPA",12
"Connecticut","CT","Woodbridge","Sea Hag IPA (Current)",39,0.062,40,411,"New England Brewing Company","American IPA","IPA",12
"Connecticut","CT","Stratford","Honeyspot Road White IPA",1189,0.06,18,436,"Two Roads Brewing Company","American White IPA","IPA",12
"Connecticut","CT","Stamford","Half Full Bright Ale",1361,0.052,11,249,"Half Full Brewery","American Blonde Ale","Ale",12
"Connecticut","CT","Pawcatuck","Chester's Beer (2005)",737,0.038,6,513,"Cottrell Brewing","American Pale Lager","other beer",12
"District of Columbia","DC","Washington","El Hefe Speaks",1263,0.053,115,228,"DC Brau Brewing Company","Hefeweizen","other beer",12
"District of Columbia","DC","Washington","On the Wings of Armageddon",851,0.092,80,228,"DC Brau Brewing Company","American Double / Imperial IPA","IPA",12
"District of Columbia","DC","Washington","The Tradition",1809,0.05,15,228,"DC Brau Brewing Company","American Blonde Ale","Ale",12
"District of Columbia","DC","Washington","The Citizen",185,0.07,11,228,"DC Brau Brewing Company","Belgian Pale Ale","Ale",12
"Delaware","DE","Greenville","Greenville Pale Ale",433,0.055,52,540,"Twin Lakes Brewing Company","American Pale Ale (APA)","Ale",12
"Florida","FL","St Petersburg","Bimini Twist",2519,0.07,21,68,"3 Daughters Brewing","American IPA","IPA",12
"Florida","FL","Tampa","Hopped on the High Seas (Calypso)",1725,0.07,25,142,"Cigar City Brewing Company","American IPA","IPA",12
"Florida","FL","Tampa","Hotter Than Helles Lager",570,0.05,35,142,"Cigar City Brewing Company","Munich Helles Lager","other beer",12
"Florida","FL","Jacksonville","Duke's Cold Nose Brown Ale",1188,0.06,12,379,"Bold City Brewery","American Brown Ale","Ale",12
"Florida","FL","Dunedin","Wolfman's Berliner",1583,0.038,82,374,"7venth Sun","Berliner Weissbier","other beer",12
"Florida","FL","Tampa","Jai Alai IPA Aged on White Oak",1141,0.075,81,142,"Cigar City Brewing Company","American IPA","IPA",12
"Florida","FL","St Petersburg","Rod Bender Red",2517,0.059,80,68,"3 Daughters Brewing","American Amber / Red Ale","Ale",12
"Florida","FL","St Petersburg","Beach Blonde",2518,0.05,75,68,"3 Daughters Brewing","American Blonde Ale","Ale",12
"Florida","FL","Tampa","Hopped on the High Seas (Hop #529)",1726,0.07,70,142,"Cigar City Brewing Company","American IPA","IPA",12
"Florida","FL","Gainesville","Midnight Oil",1239,0.05,70,448,"Swamp Head Brewery","Oatmeal Stout","other beer",12
"Florida","FL","Tampa","Tocobaga Red Ale",569,0.072,70,142,"Cigar City Brewing Company","American Amber / Red Ale","Ale",12
"Florida","FL","Gainesville","Cotton Mouth",1241,0.05,65,448,"Swamp Head Brewery","Witbier","other beer",12
"Florida","FL","Jacksonville","Killer Whale Cream Ale",1568,0.055,65,379,"Bold City Brewery","Cream Ale","Ale",12
"Florida","FL","Tampa","Maduro Brown Ale",571,0.055,64,142,"Cigar City Brewing Company","American Brown Ale","Ale",12
"Florida","FL","Tampa","Sugar Plum",2012,0.055,62,142,"Cigar City Brewing Company","American Brown Ale","Ale",12
